Month,Main Category,Subcategory,Cost Amount
2024-06-01,Administrative & General,Insurance,12908.17
2024-07-01,Rooms Department,Front Office Labor,26332.21
2024-07-01,Rooms Department,Guest Amenities,13730.38
2024-07-01,Rooms Department,Cleaning Supplies,19108.18
2024-07-01,Housekeeping & Laundry,Housekeeping Labor,30571.56
2024-07-01,Housekeeping & Laundry,Laundry,25005.81
2024-07-01,Housekeeping & Laundry,Linen Replacement,876.1
2024-07-01,Utilities,Electricity,10270.73
2024-07-01,Utilities,Water,18122.8
2024-07-01,Utilities,Gas,14232.79
2024-07-01,Sales & Marketing,OTA Commissions,11463.45
2024-07-01,Sales & Marketing,Advertising,18274.25
2024-07-01,Sales & Marketing,Promotions,8426.39
2024-07-01,Maintenance & Repairs,Preventive Maintenance,2915.83
2024-07-01,Maintenance & Repairs,Repairs,511.85
2024-07-01,Maintenance & Repairs,Equipment Maintenance,51551.25
2024-07-01,Administrative & General,Management Salaries,40646.36
2024-07-01,Administrative & General,IT Costs,1866.17
2024-07-01,Administrative & General,Insurance,3575.93
2024-08-01,Rooms Department,Front Office Labor,25640.14
2024-08-01,Rooms Department,Guest Amenities,20548.71
2024-08-01,Rooms Department,Cleaning Supplies,21806.55
2024-08-01,Housekeeping & Laundry,Housekeeping Labor,16092.08
2024-08-01,Housekeeping & Laundry,Laundry,41476.79
2024-08-01,Housekeeping & Laundry,Linen Replacement,8166.86
2024-08-01,Utilities,Electricity,3858.48
2024-08-01,Utilities,Water,14257.37
2024-08-01,Utilities,Gas,39013.94
2024-08-01,Sales & Marketing,OTA Commissions,5597.15
2024-08-01,Sales & Marketing,Advertising,25164.89
2024-08-01,Sales & Marketing,Promotions,33133.22
2024-08-01,Maintenance & Repairs,Preventive Maintenance,1521.8
2024-08-01,Maintenance & Repairs,Repairs,23389.59
2024-08-01,Maintenance & Repairs,Equipment Maintenance,26415.17
2024-08-01,Administrative & General,Management Salaries,12968.36
2024-08-01,Administrative & General,IT Costs,16408.16
2024-08-01,Administrative & General,Insurance,28004.33
2024-09-01,Rooms Department,Front Office Labor,3165.97
2024-09-01,Rooms Department,Guest Amenities,15880.71
2024-09-01,Rooms Department,Cleaning Supplies,6662.44
2024-09-01,Housekeeping & Laundry,Housekeeping Labor,24823.91
2024-09-01,Housekeeping & Laundry,Laundry,2226.87
2024-09-01,Housekeeping & Laundry,Linen Replacement,4989.24
2024-09-01,Utilities,Electricity,914.34
2024-09-01,Utilities,Water,32645.42
2024-09-01,Utilities,Gas,469.85
2024-09-01,Sales & Marketing,OTA Commissions,20733.86
2024-09-01,Sales & Marketing,Advertising,960.82
2024-09-01,Sales & Marketing,Promotions,1279.82
2024-09-01,Maintenance & Repairs,Preventive Maintenance,15023.55
2024-09-01,Maintenance & Repairs,Repairs,8012.84
2024-09-01,Maintenance & Repairs,Equipment Maintenance,8987.87
2024-09-01,Administrative & General,Management Salaries,16245.83
2024-09-01,Administrative & General,IT Costs,9347.56
2024-09-01,Administrative & General,Insurance,4098.02
2024-10-01,Rooms Department,Front Office Labor,16093.72
2024-10-01,Rooms Department,Guest Amenities,9571.37
2024-10-01,Rooms Department,Cleaning Supplies,5050.85
2024-10-01,Housekeeping & Laundry,Housekeeping Labor,5569.03
2024-10-01,Housekeeping & Laundry,Laundry,7827.61
2024-10-01,Housekeeping & Laundry,Linen Replacement,11572.94
2024-10-01,Utilities,Electricity,168.13
2024-10-01,Utilities,Water,6654.3
2024-10-01,Utilities,Gas,18689.43
2024-10-01,Sales & Marketing,OTA Commissions,4467.9
2024-10-01,Sales & Marketing,Advertising,2336.7
2024-10-01,Sales & Marketing,Promotions,22980.17
2024-10-01,Maintenance & Repairs,Preventive Maintenance,3911.8
2024-10-01,Maintenance & Repairs,Repairs,12519.23
2024-10-01,Maintenance & Repairs,Equipment Maintenance,5291.5
2024-10-01,Administrative & General,Management Salaries,2946.61
2024-10-01,Administrative & General,IT Costs,22120.61
2024-10-01,Administrative & General,Insurance,2670.11
2024-11-01,Rooms Department,Front Office Labor,29638.19
2024-11-01,Rooms Department,Guest Amenities,17711.3
2024-11-01,Rooms Department,Cleaning Supplies,8904.0
2024-11-01,Housekeeping & Laundry,Housekeeping Labor,21817.39
2024-11-01,Housekeeping & Laundry,Laundry,3057.5
2024-11-01,Housekeeping & Laundry,Linen Replacement,12761.87
2024-11-01,Utilities,Electricity,34801.01
2024-11-01,Utilities,Water,10409.19
2024-11-01,Utilities,Gas,2001.28
2024-11-01,Sales & Marketing,OTA Commissions,34408.4
2024-11-01,Sales & Marketing,Advertising,9412.32
2024-11-01,Sales & Marketing,Promotions,2212.65
2024-11-01,Maintenance & Repairs,Preventive Maintenance,25308.86
2024-11-01,Maintenance & Repairs,Repairs,7291.51
2024-11-01,Maintenance & Repairs,Equipment Maintenance,15300.2
2024-11-01,Administrative & General,Management Salaries,12261.9
2024-11-01,Administrative & General,IT Costs,33482.11
2024-11-01,Administrative & General,Insurance,2861.93
2024-12-01,Rooms Department,Front Office Labor,14791.87
2024-12-01,Rooms Department,Guest Amenities,3468.08
2024-12-01,Rooms Department,Cleaning Supplies,26739.7
2024-12-01,Housekeeping & Laundry,Housekeeping Labor,29035.55
2024-12-01,Housekeeping & Laundry,Laundry,7566.19
2024-12-01,Housekeeping & Laundry,Linen Replacement,9523.57
2024-12-01,Utilities,Electricity,4402.24
2024-12-01,Utilities,Water,16142.3
2024-12-01,Utilities,Gas,38655.35
2024-12-01,Sales & Marketing,OTA Commissions,2510.35
2024-12-01,Sales & Marketing,Advertising,59631.35
2024-12-01,Sales & Marketing,Promotions,5204.32
2024-12-01,Maintenance & Repairs,Preventive Maintenance,6181.34
2024-12-01,Maintenance & Repairs,Repairs,3040.67
2024-12-01,Maintenance & Repairs,Equipment Maintenance,30721.64
2024-12-01,Administrative & General,Management Salaries,40485.64
2024-12-01,Administrative & General,IT Costs,2362.27
2024-12-01,Administrative & General,Insurance,5093.06
2025-01-01,Rooms Department,Front Office Labor,9950.7
2025-01-01,Rooms Department,Guest Amenities,29052.93
2025-01-01,Rooms Department,Cleaning Supplies,243.17
2025-01-01,Housekeeping & Laundry,Housekeeping Labor,24917.86
2025-01-01,Housekeeping & Laundry,Laundry,13168.48
2025-01-01,Housekeeping & Laundry,Linen Replacement,12108.49
2025-01-01,Utilities,Electricity,13715.91
2025-01-01,Utilities,Water,1953.01
2025-01-01,Utilities,Gas,28694.67
2025-01-01,Sales & Marketing,OTA Commissions,24215.95
2025-01-01,Sales & Marketing,Advertising,556.13
2025-01-01,Sales & Marketing,Promotions,16955.68
2025-01-01,Maintenance & Repairs,Preventive Maintenance,23908.38
2025-01-01,Maintenance & Repairs,Repairs,24148.18
2025-01-01,Maintenance & Repairs,Equipment Maintenance,4573.81
2025-01-01,Administrative & General,Management Salaries,30841.27
2025-01-01,Administrative & General,IT Costs,3970.01
2025-01-01,Administrative & General,Insurance,16887.6
2025-02-01,Rooms Department,Front Office Labor,2785.45
2025-02-01,Rooms Department,Guest Amenities,26027.55
2025-02-01,Rooms Department,Cleaning Supplies,22755.44
2025-02-01,Housekeeping & Laundry,Housekeeping Labor,16986.76
2025-02-01,Housekeeping & Laundry,Laundry,11021.35
2025-02-01,Housekeeping & Laundry,Linen Replacement,32893.57
2025-02-01,Utilities,Electricity,21751.5
2025-02-01,Utilities,Water,21647.82
2025-02-01,Utilities,Gas,13755.77
2025-02-01,Sales & Marketing,OTA Commissions,24709.51
2025-02-01,Sales & Marketing,Advertising,14944.63
2025-02-01,Sales & Marketing,Promotions,6032.93
2025-02-01,Maintenance & Repairs,Preventive Maintenance,64166.49
2025-02-01,Maintenance & Repairs,Repairs,2486.41
2025-02-01,Maintenance & Repairs,Equipment Maintenance,1824.28
2025-02-01,Administrative & General,Management Salaries,10112.93
2025-02-01,Administrative & General,IT Costs,44427.47
2025-02-01,Administrative & General,Insurance,1410.9
2025-03-01,Rooms Department,Front Office Labor,40325.33
2025-03-01,Rooms Department,Guest Amenities,3992.3
2025-03-01,Rooms Department,Cleaning Supplies,6550.09
2025-03-01,Housekeeping & Laundry,Housekeeping Labor,2679.0
2025-03-01,Housekeeping & Laundry,Laundry,12205.58
2025-03-01,Housekeeping & Laundry,Linen Replacement,22258.65
2025-03-01,Utilities,Electricity,1278.48
2025-03-01,Utilities,Water,24529.27
2025-03-01,Utilities,Gas,13769.16
2025-03-01,Sales & Marketing,OTA Commissions,27040.48
2025-03-01,Sales & Marketing,Advertising,15959.88
2025-03-01,Sales & Marketing,Promotions,3200.38
2025-03-01,Maintenance & Repairs,Preventive Maintenance,4679.46
2025-03-01,Maintenance & Repairs,Repairs,15837.92
2025-03-01,Maintenance & Repairs,Equipment Maintenance,14095.12
2025-03-01,Administrative & General,Management Salaries,11726.34
2025-03-01,Administrative & General,IT Costs,10122.79
2025-03-01,Administrative & General,Insurance,16331.35
2025-04-01,Rooms Department,Front Office Labor,877.52
2025-04-01,Rooms Department,Guest Amenities,5379.11
2025-04-01,Rooms Department,Cleaning Supplies,19134.25
2025-04-01,Housekeeping & Laundry,Housekeeping Labor,5512.54
2025-04-01,Housekeeping & Laundry,Laundry,4046.96
2025-04-01,Housekeeping & Laundry,Linen Replacement,19835.96
2025-04-01,Utilities,Electricity,11631.47
2025-04-01,Utilities,Water,10875.35
2025-04-01,Utilities,Gas,4843.59
2025-04-01,Sales & Marketing,OTA Commissions,1249.44
2025-04-01,Sales & Marketing,Advertising,11099.99
2025-04-01,Sales & Marketing,Promotions,13650.82
2025-04-01,Maintenance & Repairs,Preventive Maintenance,18139.74
2025-04-01,Maintenance & Repairs,Repairs,734.46
2025-04-01,Maintenance & Repairs,Equipment Maintenance,18214.89
2025-04-01,Administrative & General,Management Salaries,8822.83
2025-04-01,Administrative & General,IT Costs,9828.42
2025-04-01,Administrative & General,Insurance,11496.16
2025-05-01,Rooms Department,Front Office Labor,19631.4
2025-05-01,Rooms Department,Guest Amenities,3057.6
2025-05-01,Rooms Department,Cleaning Supplies,2956.73
2025-05-01,Housekeeping & Laundry,Housekeeping Labor,6930.61
2025-05-01,Housekeeping & Laundry,Laundry,3288.69
2025-05-01,Housekeeping & Laundry,Linen Replacement,16591.66
2025-05-01,Utilities,Electricity,8695.1
2025-05-01,Utilities,Water,15221.92
2025-05-01,Utilities,Gas,910.97
2025-05-01,Sales & Marketing,OTA Commissions,2424.95
2025-05-01,Sales & Marketing,Advertising,8577.63
2025-05-01,Sales & Marketing,Promotions,12751.8
2025-05-01,Maintenance & Repairs,Preventive Maintenance,22742.4
2025-05-01,Maintenance & Repairs,Repairs,4488.87
2025-05-01,Maintenance & Repairs,Equipment Maintenance,1806.46
2025-05-01,Administrative & General,Management Salaries,2865.12
2025-05-01,Administrative & General,IT Costs,10807.42
2025-05-01,Administrative & General,Insurance,21271.06
2025-06-01,Rooms Department,Front Office Labor,229.82
2025-06-01,Rooms Department,Guest Amenities,7395.12
2025-06-01,Rooms Department,Cleaning Supplies,20326.95
2025-06-01,Housekeeping & Laundry,Housekeeping Labor,4271.59
2025-06-01,Housekeeping & Laundry,Laundry,12930.45
2025-06-01,Housekeeping & Laundry,Linen Replacement,21427.63
2025-06-01,Utilities,Electricity,1622.09
2025-06-01,Utilities,Water,918.56
2025-06-01,Utilities,Gas,24153.28
2025-06-01,Sales & Marketing,OTA Commissions,25059.42
2025-06-01,Sales & Marketing,Advertising,3571.11
2025-06-01,Sales & Marketing,Promotions,3556.55
2025-06-01,Maintenance & Repairs,Preventive Maintenance,26279.98
2025-06-01,Maintenance & Repairs,Repairs,16549.62
2025-06-01,Maintenance & Repairs,Equipment Maintenance,4596.62
2025-06-01,Administrative & General,Management Salaries,4894.53
2025-06-01,Administrative & General,IT Costs,14974.98
2025-06-01,Administrative & General,Insurance,14982.51
2025-07-01,Rooms Department,Front Office Labor,16765.2
2025-07-01,Rooms Department,Guest Amenities,5165.98
2025-07-01,Rooms Department,Cleaning Supplies,32696.68
2025-07-01,Housekeeping & Laundry,Housekeeping Labor,22762.66
2025-07-01,Housekeeping & Laundry,Laundry,12818.57
2025-07-01,Housekeeping & Laundry,Linen Replacement,9248.1
2025-07-01,Utilities,Electricity,10133.63
2025-07-01,Utilities,Water,43200.45
2025-07-01,Utilities,Gas,20200.77
2025-07-01,Sales & Marketing,OTA Commissions,27731.88
2025-07-01,Sales & Marketing,Advertising,24790.82
2025-07-01,Sales & Marketing,Promotions,17577.5
2025-07-01,Maintenance & Repairs,Preventive Maintenance,17830.06
2025-07-01,Maintenance & Repairs,Repairs,6684.62
2025-07-01,Maintenance & Repairs,Equipment Maintenance,24417.76
2025-07-01,Administrative & General,Management Salaries,22901.59
2025-07-01,Administrative & General,IT Costs,7369.32
2025-07-01,Administrative & General,Insurance,35998.66
2025-08-01,Rooms Department,Front Office Labor,23515.74
2025-08-01,Rooms Department,Guest Amenities,24615.88
2025-08-01,Rooms Department,Cleaning Supplies,13663.43
2025-08-01,Housekeeping & Laundry,Housekeeping Labor,25478.06
2025-08-01,Housekeeping & Laundry,Laundry,13303.17
2025-08-01,Housekeeping & Laundry,Linen Replacement,19655.32
2025-08-01,Utilities,Electricity,12817.42
2025-08-01,Utilities,Water,8878.57
2025-08-01,Utilities,Gas,39929.36
2025-08-01,Sales & Marketing,OTA Commissions,42838.93
2025-08-01,Sales & Marketing,Advertising,8256.72
2025-08-01,Sales & Marketing,Promotions,18017.35
2025-08-01,Maintenance & Repairs,Preventive Maintenance,20793.61
2025-08-01,Maintenance & Repairs,Repairs,14728.88
2025-08-01,Maintenance & Repairs,Equipment Maintenance,9056.35
2025-08-01,Administrative & General,Management Salaries,3062.79
2025-08-01,Administrative & General,IT Costs,31414.71
2025-08-01,Administrative & General,Insurance,30504.38
2025-09-01,Rooms Department,Front Office Labor,3693.4
2025-09-01,Rooms Department,Guest Amenities,16580.37
2025-09-01,Rooms Department,Cleaning Supplies,4244.03
2025-09-01,Housekeeping & Laundry,Housekeeping Labor,12482.97
2025-09-01,Housekeeping & Laundry,Laundry,7514.02
2025-09-01,Housekeeping & Laundry,Linen Replacement,12343.83
2025-09-01,Utilities,Electricity,2069.46
2025-09-01,Utilities,Water,9047.7
2025-09-01,Utilities,Gas,14996.27
2025-09-01,Sales & Marketing,OTA Commissions,8165.38
2025-09-01,Sales & Marketing,Advertising,14885.62
2025-09-01,Sales & Marketing,Promotions,9455.88
2025-09-01,Maintenance & Repairs,Preventive Maintenance,4339.93
2025-09-01,Maintenance & Repairs,Repairs,15363.25
2025-09-01,Maintenance & Repairs,Equipment Maintenance,9946.62
2025-09-01,Administrative & General,Management Salaries,24873.78
2025-09-01,Administrative & General,IT Costs,3252.38
2025-09-01,Administrative & General,Insurance,3949.82
2025-10-01,Rooms Department,Front Office Labor,2909.21
2025-10-01,Rooms Department,Guest Amenities,17830.11
2025-10-01,Rooms Department,Cleaning Supplies,5814.18
2025-10-01,Housekeeping & Laundry,Housekeeping Labor,6560.5
2025-10-01,Housekeeping & Laundry,Laundry,23772.74
2025-10-01,Housekeeping & Laundry,Linen Replacement,10232.73
2025-10-01,Utilities,Electricity,17300.13
2025-10-01,Utilities,Water,3585.91
2025-10-01,Utilities,Gas,7487.48
2025-10-01,Sales & Marketing,OTA Commissions,17153.4
2025-10-01,Sales & Marketing,Advertising,9422.83
2025-10-01,Sales & Marketing,Promotions,1842.03
2025-10-01,Maintenance & Repairs,Preventive Maintenance,3935.12
2025-10-01,Maintenance & Repairs,Repairs,653.51
2025-10-01,Maintenance & Repairs,Equipment Maintenance,28923.28
2025-10-01,Administrative & General,Management Salaries,21059.33
2025-10-01,Administrative & General,IT Costs,16883.2
2025-10-01,Administrative & General,Insurance,184.61
2025-11-01,Rooms Department,Front Office Labor,11250.88
2025-11-01,Rooms Department,Guest Amenities,13931.05
2025-11-01,Rooms Department,Cleaning Supplies,29832.37
2025-11-01,Housekeeping & Laundry,Housekeeping Labor,10887.84
2025-11-01,Housekeeping & Laundry,Laundry,28838.01
2025-11-01,Housekeeping & Laundry,Linen Replacement,11785.76
2025-11-01,Utilities,Electricity,13090.84
2025-11-01,Utilities,Water,26093.52
2025-11-01,Utilities,Gas,612.25
2025-11-01,Sales & Marketing,OTA Commissions,3474.58
2025-11-01,Sales & Marketing,Advertising,49723.39
2025-11-01,Sales & Marketing,Promotions,1994.19
2025-11-01,Maintenance & Repairs,Preventive Maintenance,18403.57
2025-11-01,Maintenance & Repairs,Repairs,11320.33
2025-11-01,Maintenance & Repairs,Equipment Maintenance,10088.42
2025-11-01,Administrative & General,Management Salaries,27450.05
2025-11-01,Administrative & General,IT Costs,7650.48
2025-11-01,Administrative & General,Insurance,13856.62
2025-12-01,Rooms Department,Front Office Labor,26786.57
2025-12-01,Rooms Department,Guest Amenities,1677.08
2025-12-01,Rooms Department,Cleaning Supplies,20146.91
2025-12-01,Housekeeping & Laundry,Housekeeping Labor,34725.14
2025-12-01,Housekeeping & Laundry,Laundry,248.9
2025-12-01,Housekeeping & Laundry,Linen Replacement,19365.25
2025-12-01,Utilities,Electricity,15680.44
2025-12-01,Utilities,Water,7534.57
2025-12-01,Utilities,Gas,16051.13
2025-12-01,Sales & Marketing,OTA Commissions,1238.39
2025-12-01,Sales & Marketing,Advertising,22174.17
2025-12-01,Sales & Marketing,Promotions,14292.17
2025-12-01,Maintenance & Repairs,Preventive Maintenance,4531.04
2025-12-01,Maintenance & Repairs,Repairs,24516.3
2025-12-01,Maintenance & Repairs,Equipment Maintenance,22422.19
2025-12-01,Administrative & General,Management Salaries,18005.06
2025-12-01,Administrative & General,IT Costs,36920.38
2025-12-01,Administrative & General,Insurance,1164.0
